job_title,employment_type,experience_level,salary,salary_currency,company_location,salary_in_usd,employee_residence,company_size,work_year,remote_ratio
Data Architect,Full-Time,Senior,199600,United States Dollar,United States,199600,United States,Medium,2023,
Data Engineer,Full-Time,Mid,83500,United States Dollar,United States,83500,United States,Medium,2023,
Data Engineer,Full-Time,Mid,52500,United States Dollar,United States,52500,United States,Medium,2023,
Business Intelligence Developer,Full-Time,Senior,140000,United States Dollar,Canada,140000,Canada,Medium,2023,
Business Intelligence Developer,Full-Time,Senior,76500,United States Dollar,Canada,76500,Canada,Medium,2023,
Data Architect,Full-Time,Senior,306000,United States Dollar,United States,306000,United States,Medium,2023,
Data Architect,Full-Time,Senior,204000,United States Dollar,United States,204000,United States,Medium,2023,
Data Analyst,Full-Time,Senior,136000,United States Dollar,United States,136000,United States,Medium,2023,
Data Analyst,Full-Time,Senior,104000,United States Dollar,United States,104000,United States,Medium,2023,
Data Engineer,Full-Time,Senior,81500,United States Dollar,United States,81500,United States,Medium,2023,
Research Scientist,Full-Time,Mid,280000,United States Dollar,United Kingdom,280000,United Kingdom,Large,2023,
Data Scientist,Full-Time,Senior,800000,Norwegian Krone,Norway,76508,Norway,Small,2023,
Data Scientist,Full-Time,Executive,250000,United States Dollar,United States,250000,United States,Medium,2023,
Data Scientist,Full-Time,Executive,180000,United States Dollar,United States,180000,United States,Medium,2023,
Data Engineer,Full-Time,Mid,70000,United States Dollar,United States,70000,United States,Medium,2023,
Data Scientist,Full-Time,Senior,157000,United States Dollar,United States,157000,United States,Medium,2023,
Data Analyst,Full-Time,Senior,140700,United States Dollar,United States,140700,United States,Medium,2023,
Data Analyst,Full-Time,Senior,109600,United States Dollar,United States,109600,United States,Medium,2023,
Machine Learning Engineer,Full-Time,Senior,278000,United States Dollar,United States,278000,United States,Medium,2023,
Machine Learning Engineer,Full-Time,Senior,173000,United States Dollar,United States,173000,United States,Medium,2023,
Data Engineer,Full-Time,Senior,305000,United States Dollar,United States,305000,United States,Medium,2023,
Data Analyst,Full-Time,Senior,155000,United States Dollar,United Kingdom,155000,United Kingdom,Medium,2023,
Data Analyst,Full-Time,Senior,120000,United States Dollar,United Kingdom,120000,United Kingdom,Medium,2023,
Data Scientist,Full-Time,Entry,24000,United States Dollar,United States,24000,United States,Medium,2023,
Machine Learning Infrastructure Engineer,Full-Time,Senior,165400,United States Dollar,United Kingdom,165400,United Kingdom,Medium,2023,
Machine Learning Infrastructure Engineer,Full-Time,Senior,127300,United States Dollar,United Kingdom,127300,United Kingdom,Medium,2023,
Business Intelligence Engineer,Full-Time,Senior,259000,United States Dollar,United States,259000,United States,Medium,2023,
Business Intelligence Engineer,Full-Time,Senior,138750,United States Dollar,United States,138750,United States,Medium,2023,
Data Scientist,Full-Time,Senior,192000,United States Dollar,United States,192000,United States,Medium,2023,
Data Scientist,Full-Time,Senior,178000,United States Dollar,United States,178000,United States,Medium,2023,
Data Scientist,Full-Time,Senior,218000,United States Dollar,United States,218000,United States,Medium,2023,
Data Scientist,Full-Time,Senior,85000,United States Dollar,United States,85000,United States,Medium,2023,
Data Specialist,Full-Time,Senior,132000,United States Dollar,United States,132000,United States,Medium,2023,
Data Specialist,Full-Time,Senior,71500,United States Dollar,United States,71500,United States,Medium,2023,
Analytics Engineer,Full-Time,Senior,215050,United States Dollar,United States,215050,United States,Medium,2023,
Analytics Engineer,Full-Time,Senior,113100,United States Dollar,United States,113100,United States,Medium,2023,
Data Scientist,Full-Time,Mid,130000,United States Dollar,United States,130000,United States,Medium,2023,
Data Scientist,Full-Time,Mid,85000,United States Dollar,United States,85000,United States,Medium,2023,
Data Engineer,Full-Time,Executive,250000,United States Dollar,United States,250000,United States,Medium,2023,
Data Engineer,Full-Time,Executive,200000,United States Dollar,United States,200000,United States,Medium,2023,
Data Scientist,Full-Time,Senior,123000,United States Dollar,United States,123000,United States,Medium,2023,
Research Scientist,Full-Time,Senior,168400,United States Dollar,United States,168400,United States,Medium,2023,
Data Analyst,Full-Time,Senior,136505,United States Dollar,United States,136505,United States,Medium,2023,
Data Analyst,Full-Time,Senior,100895,United States Dollar,United States,100895,United States,Medium,2023,
Data Engineer,Full-Time,Senior,275300,United States Dollar,United States,275300,United States,Medium,2023,
Data Engineer,Full-Time,Senior,183500,United States Dollar,United States,183500,United States,Medium,2023,
Data Scientist,Full-Time,Senior,168400,United States Dollar,United States,168400,United States,Medium,2023,
Data Scientist,Full-Time,Senior,105200,United States Dollar,United States,105200,United States,Medium,2023,
Data Architect,Full-Time,Mid,240000,United States Dollar,United States,240000,United States,Medium,2023,
Data Manager,Full-Time,Mid,130000,United States Dollar,United States,130000,United States,Medium,2023,
Data Manager,Full-Time,Mid,120000,United States Dollar,United States,120000,United States,Medium,2023,
Data Analyst,Full-Time,Mid,93000,United States Dollar,United States,93000,United States,Large,2023,
Data Analyst,Full-Time,Senior,177000,United States Dollar,United States,177000,United States,Medium,2023,
Data Engineer,Full-Time,Senior,190000,United States Dollar,United States,190000,United States,Medium,2023,
Machine Learning Engineer,Full-Time,Senior,237400,United States Dollar,United Kingdom,237400,United Kingdom,Medium,2023,
Machine Learning Engineer,Full-Time,Senior,132870,United States Dollar,United Kingdom,132870,United Kingdom,Medium,2023,
Data Engineer,Full-Time,Senior,105000,United States Dollar,United States,105000,United States,Medium,2023,
Machine Learning Engineer,Full-Time,Senior,317070,United States Dollar,United States,317070,United States,Medium,2023,
Machine Learning Engineer,Full-Time,Senior,170730,United States Dollar,United States,170730,United States,Medium,2023,
Machine Learning Engineer,Full-Time,Mid,170000,United States Dollar,United States,170000,United States,Medium,2023,
Machine Learning Engineer,Full-Time,Mid,125000,United States Dollar,United States,125000,United States,Medium,2023,
Data Engineer,Full-Time,Senior,158700,United States Dollar,United States,158700,United States,Medium,2023,
Data Engineer,Full-Time,Senior,123906,United States Dollar,United States,123906,United States,Medium,2023,
Data Engineer,Full-Time,Senior,166000,United States Dollar,United States,166000,United States,Medium,2023,
Data Engineer,Full-Time,Senior,128000,United States Dollar,United States,128000,United States,Medium,2023,
Data Engineer,Full-Time,Mid,75000,Euro,Spain,80976,Spain,Medium,2023,
Data Engineer,Full-Time,Mid,62000,Euro,Spain,66940,Spain,Medium,2023,
Data Engineer,Full-Time,Executive,333500,United States Dollar,United States,333500,United States,Medium,2023,
Data Engineer,Full-Time,Executive,180500,United States Dollar,United States,180500,United States,Medium,2023,
Machine Learning Engineer,Full-Time,Senior,242921,United States Dollar,United States,242921,United States,Medium,2023,
Machine Learning Engineer,Full-Time,Senior,170045,United States Dollar,United States,170045,United States,Medium,2023,
Data Engineer,Full-Time,Mid,62000,British Pound Sterling,United Kingdom,76284,United Kingdom,Medium,2023,
Data Engineer,Full-Time,Executive,257400,United States Dollar,United States,257400,United States,Medium,2023,
Data Engineer,Full-Time,Executive,210600,United States Dollar,United States,210600,United States,Medium,2023,
Data Operations Specialist,Full-Time,Mid,65000,United States Dollar,United States,65000,United States,Medium,2023,
Data Operations Specialist,Full-Time,Mid,50000,United States Dollar,United States,50000,United States,Medium,2023,
Data Engineer,Full-Time,Senior,293000,United States Dollar,United States,293000,United States,Medium,2023,
Director of Data Science,Full-Time,Executive,260000,United States Dollar,United States,260000,United States,Medium,2023,
Director of Data Science,Full-Time,Executive,192000,United States Dollar,United States,192000,United States,Medium,2023,
Machine Learning Scientist,Full-Time,Mid,170000,United States Dollar,United States,170000,United States,Medium,2023,
Machine Learning Scientist,Full-Time,Mid,125000,United States Dollar,United States,125000,United States,Medium,2023,
Business Intelligence Data Analyst,Full-Time,Entry,99000,United States Dollar,United States,99000,United States,Large,2023,
Data Analyst,Full-Time,Senior,100000,United States Dollar,United States,100000,United States,Medium,2023,
Machine Learning Engineer,Full-Time,Senior,233000,United States Dollar,United States,233000,United States,Medium,2023,
Machine Learning Engineer,Full-Time,Senior,166000,United States Dollar,United States,166000,United States,Medium,2023,
Data Engineer,Full-Time,Senior,185100,United States Dollar,United States,185100,United States,Medium,2023,
Data Engineer,Full-Time,Senior,127600,United States Dollar,United States,127600,United States,Medium,2023,
Data Analyst,Full-Time,Mid,105000,United States Dollar,United States,105000,United States,Medium,2023,
Data Analyst,Full-Time,Executive,160000,United States Dollar,United States,160000,United States,Medium,2023,
Data Analyst,Full-Time,Executive,55000,United States Dollar,United States,55000,United States,Medium,2023,
Machine Learning Engineer,Full-Time,Senior,241000,United States Dollar,United States,241000,United States,Medium,2023,
Machine Learning Engineer,Full-Time,Senior,163000,United States Dollar,United States,163000,United States,Medium,2023,
Data Scientist,Full-Time,Mid,120000,United States Dollar,United States,120000,United States,Medium,2023,
Data Scientist,Full-Time,Senior,118000,United States Dollar,United States,118000,United States,Medium,2023,
Machine Learning Engineer,Full-Time,Senior,311000,United States Dollar,United States,311000,United States,Medium,2023,
Machine Learning Engineer,Full-Time,Senior,162540,United States Dollar,United States,162540,United States,Medium,2023,
Insight Analyst,Full-Time,Mid,42000,British Pound Sterling,United Kingdom,51676,United Kingdom,Medium,2023,
Insight Analyst,Full-Time,Mid,35000,British Pound Sterling,United Kingdom,43064,United Kingdom,Medium,2023,
Data Scientist,Full-Time,Executive,258750,United States Dollar,United States,258750,United States,Medium,2023,
Data Scientist,Full-Time,Executive,225000,United States Dollar,United States,225000,United States,Medium,2023,
Data Scientist,Full-Time,Executive,145000,United States Dollar,United States,145000,United States,Medium,2023,
Data Scientist,Full-Time,Senior,190000,United States Dollar,United States,190000,United States,Medium,2023,
Data Scientist,Full-Time,Senior,165000,United States Dollar,United States,165000,United States,Medium,2023,
Data Engineer,Full-Time,Senior,153600,United States Dollar,United States,153600,United States,Medium,2023,
Data Engineer,Full-Time,Senior,106800,United States Dollar,United States,106800,United States,Medium,2023,
ETL Developer,Full-Time,Senior,182850,United States Dollar,United States,182850,United States,Medium,2023,
ETL Developer,Full-Time,Senior,113000,United States Dollar,United States,113000,United States,Medium,2023,
Data Analyst,Full-Time,Mid,95000,United States Dollar,United States,95000,United States,Medium,2023,
Data Architect,Full-Time,Senior,85000,British Pound Sterling,United Kingdom,104584,United Kingdom,Medium,2023,
Data Architect,Full-Time,Senior,75000,British Pound Sterling,United Kingdom,92280,United Kingdom,Medium,2023,
Data Analyst,Full-Time,Mid,126000,United States Dollar,United States,126000,United States,Medium,2023,
Data Analyst,Full-Time,Mid,86400,United States Dollar,United States,86400,United States,Medium,2023,
Data Engineer,Full-Time,Senior,232760,United States Dollar,United States,232760,United States,Medium,2023,
